name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0310_0482';0.000000;7.705634e-03;-4.085474e+00;1.136970e+01;4.131290e-02;2.580029e-02;8.336767e-05;5.082517e-01;1.232009e+01;1.203357e+01;-3.010951e+00;0;0;0;0;0;0;8.831413e+02;1.183746e+03;-201;1.786797e+03;-201;2.660496e+03;-201
'P0310_0482';0.010000;8.208754e-03;-7.065808e+00;1.389783e+01;3.321791e-02;3.165852e-02;2.427381e-04;2.510921e+00;1.215307e+01;1.411545e+01;7.403601e-01;0;0;0;0;0;0;9.273040e+02;1.184891e+03;-201;1.814223e+03;-201;2.606538e+03;-201
'P0310_0482';0.020000;8.736301e-03;-9.672554e+00;1.746752e+01;3.058542e-02;3.431919e-02;3.140840e-04;4.744648e+00;1.150372e+01;1.448845e+01;3.732094e+00;0;0;0;0;0;0;9.476800e+02;1.180120e+03;-201;1.812574e+03;-201;2.602214e+03;-201
'P0310_0482';0.030000;8.714004e-03;-9.305485e+00;1.709990e+01;2.885517e-02;3.570316e-02;3.969513e-04;3.666888e+00;1.118456e+01;1.252492e+01;2.298586e+00;0;0;0;0;0;0;7.914560e+02;1.276052e+03;-201;1.690136e+03;-201;2.525605e+03;-201
'P0310_0482';0.040000;8.584025e-03;-7.393204e+00;1.491694e+01;2.034216e-02;3.272710e-02;3.011148e-04;3.060971e+00;1.073184e+01;9.742847e+00;2.387176e+00;0;0;0;0;0;0;7.488146e+02;1.302925e+03;-201;1.633383e+03;-201;2.579909e+03;-201
'P0310_0482';0.050000;8.498846e-03;-7.448031e+00;1.432028e+01;1.843078e-02;3.243436e-02;3.597439e-04;2.948803e+00;1.330335e+01;1.074385e+01;8.303387e-01;0;0;0;0;0;0;7.712191e+02;1.557550e+03;-201;1.536370e+03;-201;2.550504e+03;-201
'P0310_0482';0.060000;8.481829e-03;-8.420321e+00;1.609793e+01;2.928225e-02;3.363022e-02;2.873501e-04;3.486150e+00;1.422227e+01;1.297799e+01;2.152704e+00;0;0;0;0;0;0;9.506658e+02;1.460832e+03;-201;1.676639e+03;-201;2.624758e+03;-201
'P0310_0482';0.070000;8.370113e-03;-7.912115e+00;1.584606e+01;4.951711e-02;3.460123e-02;2.939947e-04;2.772012e+00;1.380838e+01;1.480801e+01;2.874950e+00;0;0;0;0;0;0;9.806768e+02;1.385245e+03;-201;1.719514e+03;-201;2.617014e+03;-201
'P0310_0482';0.080000;8.012951e-03;-6.943088e+00;1.399203e+01;4.117688e-02;3.699556e-02;2.551496e-04;1.560735e+00;1.224414e+01;1.405695e+01;8.061893e+00;0;0;0;0;0;0;7.069066e+02;1.713912e+03;-201;1.689913e+03;-201;2.587801e+03;-201
'P0310_0482';0.090000;7.831932e-03;-6.002240e+00;1.235907e+01;3.606089e-02;3.601466e-02;2.190400e-04;1.404332e+00;1.167699e+01;1.350662e+01;9.321409e+00;0;0;0;0;0;0;7.186697e+02;1.924869e+03;-201;1.598445e+03;-201;2.548625e+03;-201
'P0310_0482';0.100000;7.754819e-03;-7.693822e+00;1.503656e+01;2.185622e-02;3.775321e-02;2.635693e-04;2.189841e+00;1.379510e+01;1.395449e+01;9.346392e+00;0;0;0;0;0;0;7.522469e+02;2.046557e+03;-201;1.623012e+03;-201;2.578786e+03;-201
'P0310_0482';0.110000;7.832322e-03;-7.268452e+00;1.598681e+01;3.172484e-02;3.740932e-02;2.409986e-04;9.648830e-01;1.311751e+01;1.455121e+01;7.423206e+00;0;0;0;0;0;0;1.099065e+03;1.552882e+03;-201;1.654626e+03;-201;2.594529e+03;-201
'P0310_0482';0.120000;7.877191e-03;-7.619643e+00;1.769827e+01;4.094677e-02;3.999757e-02;2.369745e-04;7.386068e-01;1.255317e+01;1.203561e+01;4.889931e+00;0;0;0;0;0;0;1.094407e+03;1.277863e+03;-201;1.798529e+03;-201;2.700026e+03;-201
'P0310_0482';0.130000;7.868517e-03;-6.913985e+00;1.691198e+01;4.032689e-02;4.269615e-02;1.814342e-04;8.142271e-01;1.106935e+01;9.624410e+00;5.517374e+00;0;0;0;0;0;0;1.054712e+03;1.254078e+03;-201;1.709725e+03;-201;2.652801e+03;-201
'P0310_0482';0.140000;7.847344e-03;-5.990412e+00;1.592189e+01;5.735030e-02;4.143654e-02;1.899909e-04;1.011832e+00;1.008897e+01;7.250746e+00;4.688159e+00;0;0;0;0;0;0;9.683725e+02;1.104435e+03;-201;1.820953e+03;-201;2.703199e+03;-201
'P0310_0482';0.150000;8.025850e-03;-5.648585e+00;1.506928e+01;5.725007e-02;4.060665e-02;1.927956e-04;1.143551e+00;1.020399e+01;8.437444e+00;5.745317e+00;0;0;0;0;0;0;9.877795e+02;1.165187e+03;-201;1.831502e+03;-201;2.703628e+03;-201
'P0310_0482';0.160000;8.129896e-03;-6.401993e+00;1.547954e+01;5.589888e-02;3.881261e-02;2.219021e-04;1.399438e+00;1.084347e+01;1.049875e+01;6.118039e+00;0;0;0;0;0;0;9.833736e+02;1.078281e+03;-201;1.886068e+03;-201;2.728111e+03;-201
'P0310_0482';0.170000;8.189170e-03;-7.650694e+00;1.573294e+01;4.151863e-02;4.126153e-02;2.094945e-04;2.873940e+00;1.241455e+01;1.293427e+01;7.526377e+00;0;0;0;0;0;0;1.002173e+03;1.201793e+03;-201;1.889339e+03;-201;2.759150e+03;-201
'P0310_0482';0.180000;7.942276e-03;-6.615176e+00;1.310805e+01;3.808757e-02;3.681813e-02;2.685768e-04;2.364001e+00;1.235190e+01;1.262742e+01;9.161130e+00;0;0;0;0;0;0;1.042077e+03;1.300782e+03;-201;1.903307e+03;-201;2.756660e+03;-201
'P0310_0482';0.190000;7.894878e-03;-4.877178e+00;1.099302e+01;4.042695e-02;3.411474e-02;2.706509e-04;1.374799e+00;1.077049e+01;1.168613e+01;8.936761e+00;0;0;0;0;0;0;1.042096e+03;1.307542e+03;-201;1.887660e+03;-201;2.738236e+03;-201
'P0310_0482';0.200000;7.865958e-03;-2.715174e+00;9.206671e+00;4.285925e-02;3.557778e-02;2.772744e-04;-1.388845e-01;8.843410e+00;8.477622e+00;8.218694e+00;0;0;0;0;0;0;1.070756e+03;1.276616e+03;-201;1.941636e+03;-201;2.729344e+03;-201
'P0310_0482';0.210000;7.914503e-03;-2.973202e+00;9.516842e+00;3.987778e-02;3.441108e-02;2.321712e-04;3.389465e-01;9.766467e+00;9.578122e+00;5.921815e+00;0;0;0;0;0;0;9.721613e+02;1.152084e+03;-201;1.862833e+03;-201;2.678383e+03;-201
'P0310_0482';0.220000;7.786939e-03;-3.211868e+00;9.952255e+00;5.063621e-02;3.324119e-02;1.973319e-04;5.584131e-01;1.167183e+01;8.553878e+00;6.423927e+00;0;0;0;0;0;0;9.704999e+02;1.191839e+03;-201;1.884914e+03;-201;2.710496e+03;-201
'P0310_0482';0.230000;7.643264e-03;-4.043864e+00;1.010334e+01;4.100359e-02;3.027523e-02;1.811193e-04;1.301550e+00;1.266440e+01;9.245616e+00;6.291759e+00;0;0;0;0;0;0;8.966238e+02;1.142443e+03;-201;1.800565e+03;-201;2.684318e+03;-201
'P0310_0482';0.240000;7.603069e-03;-3.327336e+00;8.881687e+00;3.932936e-02;3.037691e-02;1.753245e-04;5.114580e-01;1.163529e+01;9.415350e+00;6.496164e+00;0;0;0;0;0;0;9.175369e+02;1.277233e+03;-201;1.794810e+03;-201;2.696014e+03;-201
'P0310_0482';0.250000;7.639284e-03;-2.267682e+00;7.336905e+00;4.261784e-02;3.104150e-02;1.768697e-04;-3.538999e-01;1.066264e+01;1.087756e+01;6.099085e+00;0;0;0;0;0;0;9.519204e+02;1.288094e+03;-201;1.827178e+03;-201;2.725157e+03;-201
'P0310_0482';0.260000;7.765250e-03;-2.600477e+00;8.154912e+00;4.662926e-02;2.678580e-02;1.863460e-04;1.172058e-01;1.119370e+01;9.097159e+00;1.259949e+00;0;0;0;0;0;0;9.476750e+02;1.290528e+03;-201;1.834032e+03;-201;2.718574e+03;-201
'P0310_0482';0.270000;7.755129e-03;-3.462396e+00;1.016300e+01;5.264802e-02;2.766418e-02;1.973169e-04;8.534803e-01;1.300412e+01;9.443917e+00;2.121477e+00;0;0;0;0;0;0;7.747812e+02;1.333001e+03;-201;1.734347e+03;-201;2.465552e+03;-201
'P0310_0482';0.280000;7.762321e-03;-3.496482e+00;1.063255e+01;4.515049e-02;2.713350e-02;2.080404e-04;7.928920e-02;1.349057e+01;9.794292e+00;1.274202e+00;0;0;0;0;0;0;7.396605e+02;1.261539e+03;-201;1.697351e+03;-201;2.423108e+03;-201
'P0310_0482';0.290000;7.817336e-03;-3.490101e+00;1.089707e+01;3.741324e-02;2.715298e-02;2.283756e-04;1.146146e-01;1.293053e+01;1.164328e+01;6.380287e+00;0;0;0;0;0;0;5.866097e+02;1.348795e+03;-201;1.527998e+03;-201;2.238041e+03;-201
'P0310_0482';0.300000;7.772907e-03;-3.784108e+00;1.023077e+01;3.165220e-02;2.757484e-02;2.268340e-04;8.906353e-02;1.296284e+01;1.051132e+01;5.337325e+00;0;0;0;0;0;0;5.782269e+02;1.237004e+03;-201;1.453768e+03;-201;2.299819e+03;-201
'P0310_0482';0.310000;7.540340e-03;-3.276610e+00;8.448255e+00;3.191740e-02;2.644338e-02;2.227139e-04;8.360704e-01;1.173658e+01;5.684281e+00;2.658137e+00;0;0;0;0;0;0;5.399694e+02;1.429894e+03;-201;1.415098e+03;-201;2.274769e+03;-201
'P0310_0482';0.320000;7.372577e-03;-2.573669e+00;7.023749e+00;3.447508e-02;2.863937e-02;1.921376e-04;1.276603e+00;1.045770e+01;4.726546e+00;2.532794e+00;0;0;0;0;0;0;6.984995e+02;1.365612e+03;-201;1.579529e+03;-201;2.450039e+03;-201
'P0310_0482';0.330000;7.559128e-03;-3.405031e+00;8.737504e+00;2.552435e-02;3.296270e-02;2.032975e-04;2.126843e+00;1.047627e+01;5.268409e+00;4.699522e+00;0;0;0;0;0;0;9.080073e+02;1.372042e+03;-201;1.886321e+03;-201;2.495668e+03;-201
