name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0362_0564';0.000000;7.535732e-03;-1.899462e+00;9.556664e+00;2.911939e-02;2.836012e-02;6.008524e-05;-4.171556e-01;6.968338e+00;7.726290e+00;9.479568e+00;0;0;0;0;0;0;7.786232e+02;1.580656e+03;-201;1.613692e+03;-201;2.500668e+03;-201
'P0362_0564';0.010000;7.539341e-03;-3.023003e+00;1.059923e+01;3.631836e-02;3.198150e-02;1.389945e-04;4.004813e-01;8.892215e+00;7.070848e+00;9.555169e+00;0;0;0;0;0;0;8.655241e+02;1.475821e+03;-201;1.729224e+03;-201;2.594181e+03;-201
'P0362_0564';0.020000;7.563134e-03;-2.132183e+00;9.027709e+00;4.476519e-02;3.502600e-02;2.281998e-04;-2.404115e-01;9.720146e+00;5.668007e+00;6.130499e+00;0;0;0;0;0;0;9.511313e+02;1.372890e+03;-201;1.813745e+03;-201;2.664786e+03;-201
'P0362_0564';0.030000;7.701008e-03;-3.077929e+00;1.005686e+01;3.222565e-02;3.410676e-02;2.344904e-04;1.134604e+00;9.933284e+00;5.608302e+00;6.818958e+00;0;0;0;0;0;0;8.936845e+02;1.396123e+03;-201;1.799947e+03;-201;2.669469e+03;-201
'P0362_0564';0.040000;8.013389e-03;-1.446947e+00;8.713553e+00;3.853231e-02;3.351751e-02;2.212472e-04;6.716322e-01;8.106726e+00;4.456512e+00;4.716877e+00;0;0;0;0;0;0;8.758357e+02;1.286562e+03;-201;1.779263e+03;-201;2.650689e+03;-201
'P0362_0564';0.050000;8.296728e-03;-8.784353e-01;8.332508e+00;3.711772e-02;3.561592e-02;1.872291e-04;3.256477e-01;6.199467e+00;2.707420e+00;4.988346e+00;0;0;0;0;0;0;7.169604e+02;1.373827e+03;-201;1.569677e+03;-201;2.424647e+03;-201
'P0362_0564';0.060000;8.343781e-03;7.179781e-02;9.130272e+00;4.752843e-02;3.460908e-02;1.813886e-04;-8.641599e-01;5.332160e+00;7.414086e-01;3.440496e+00;0;0;0;0;0;0;6.304139e+02;1.367662e+03;-201;1.463929e+03;-201;2.217259e+03;-201
'P0362_0564';0.070000;8.240230e-03;-2.042657e-01;9.831380e+00;4.075588e-02;3.298360e-02;1.634803e-04;-9.079348e-01;4.962467e+00;6.503439e-01;4.416986e+00;0;0;0;0;0;0;5.127078e+02;1.511704e+03;-201;1.361771e+03;-201;2.181462e+03;-201
'P0362_0564';0.080000;7.946211e-03;-6.285701e-01;1.005743e+01;3.905723e-02;2.952850e-02;1.712993e-04;-3.557443e-01;5.369075e+00;2.048230e+00;4.552560e+00;0;0;0;0;0;0;6.439448e+02;1.390028e+03;-201;1.589218e+03;-201;2.419260e+03;-201
'P0362_0564';0.090000;7.455660e-03;-6.141665e-01;9.268521e+00;3.207994e-02;3.393015e-02;1.506001e-04;-7.033184e-01;5.480367e+00;3.125038e+00;6.349431e+00;0;0;0;0;0;0;7.415645e+02;1.381365e+03;-201;1.700792e+03;-201;2.649376e+03;-201
'P0362_0564';0.100000;7.427853e-03;-9.934648e-01;7.862607e+00;3.840169e-02;3.487526e-02;1.667964e-04;-7.286096e-02;7.336473e+00;2.545176e+00;3.897105e+00;0;0;0;0;0;0;8.695452e+02;1.260181e+03;-201;1.826387e+03;-201;2.707688e+03;-201
'P0362_0564';0.110000;7.544132e-03;-1.994481e+00;8.975454e+00;4.654274e-02;3.641595e-02;1.623437e-04;1.140702e+00;8.699052e+00;1.556185e+00;4.785602e+00;0;0;0;0;0;0;7.175099e+02;1.335394e+03;-201;1.625988e+03;-201;2.500559e+03;-201
'P0362_0564';0.120000;7.871814e-03;-3.087062e+00;9.388706e+00;4.942789e-02;3.390398e-02;1.832325e-04;2.868412e+00;1.013756e+01;2.068884e+00;3.603369e+00;0;0;0;0;0;0;7.503140e+02;1.349996e+03;-201;1.666823e+03;-201;2.499382e+03;-201
'P0362_0564';0.130000;7.764310e-03;-2.322050e+00;8.695226e+00;5.737656e-02;3.234703e-02;1.879725e-04;1.569181e+00;8.245464e+00;1.698825e+00;2.443370e+00;0;0;0;0;0;0;7.564781e+02;1.370424e+03;-201;1.654208e+03;-201;2.503882e+03;-201
'P0362_0564';0.140000;7.653570e-03;-9.820237e-01;6.405670e+00;6.431592e-02;2.969391e-02;1.795751e-04;-4.459259e-01;5.647781e+00;1.039886e-01;-1.707846e+00;0;0;0;0;0;0;9.156968e+02;1.340872e+03;-201;1.818002e+03;-201;2.673915e+03;-201
'P0362_0564';0.150000;7.620507e-03;2.775308e-01;4.363713e+00;7.008802e-02;3.128035e-02;1.705668e-04;-2.081525e+00;4.595531e+00;2.424914e-01;-1.759112e+00;0;0;0;0;0;0;9.272205e+02;1.268308e+03;-201;1.801476e+03;-201;2.662444e+03;-201
'P0362_0564';0.160000;7.735904e-03;-4.845111e-01;5.795841e+00;5.483404e-02;2.863234e-02;1.714171e-04;-1.542423e+00;6.199499e+00;4.403463e+00;4.927793e-01;0;0;0;0;0;0;8.845977e+02;1.294920e+03;-201;1.750105e+03;-201;2.613612e+03;-201
'P0362_0564';0.170000;7.681027e-03;-1.496022e+00;7.828728e+00;4.765771e-02;3.035749e-02;1.772253e-04;-5.244533e-01;9.553636e+00;6.380087e+00;4.027038e+00;0;0;0;0;0;0;8.962512e+02;1.211928e+03;-201;1.772383e+03;-201;2.627175e+03;-201
'P0362_0564';0.180000;7.710277e-03;-2.529539e+00;8.348676e+00;4.595223e-02;2.600297e-02;1.830757e-04;7.292542e-01;1.021761e+01;5.263805e+00;1.592092e+00;0;0;0;0;0;0;7.294414e+02;1.333126e+03;-201;1.670668e+03;-201;2.410850e+03;-201
'P0362_0564';0.190000;7.625040e-03;-2.871977e+00;8.254910e+00;4.603437e-02;2.769586e-02;1.694143e-04;1.503978e+00;1.020757e+01;2.017668e+00;7.865435e-01;0;0;0;0;0;0;7.343742e+02;1.341270e+03;-201;1.682217e+03;-201;2.410821e+03;-201
'P0362_0564';0.200000;7.842907e-03;-4.088678e+00;9.417502e+00;2.981759e-02;2.777016e-02;1.945618e-04;2.309192e+00;9.497700e+00;2.430425e+00;4.072384e+00;0;0;0;0;0;0;5.714399e+02;1.381072e+03;-201;1.510185e+03;-201;2.248622e+03;-201
'P0362_0564';0.210000;7.826926e-03;-4.318346e+00;1.195846e+01;2.243072e-02;2.979934e-02;1.951437e-04;1.702102e+00;9.894660e+00;4.656484e+00;6.061303e+00;0;0;0;0;0;0;5.890410e+02;1.495067e+03;-201;1.406085e+03;-201;2.198621e+03;-201
'P0362_0564';0.220000;7.685718e-03;-4.017936e+00;1.200677e+01;2.689442e-02;2.550253e-02;1.986257e-04;9.627796e-01;1.041625e+01;3.075135e+00;5.204203e+00;0;0;0;0;0;0;4.608746e+02;1.486076e+03;-201;1.299265e+03;-201;2.142648e+03;-201
'P0362_0564';0.230000;7.761495e-03;-2.367137e+00;1.110828e+01;2.981420e-02;2.797201e-02;1.714637e-04;-8.910968e-01;1.146923e+01;3.881573e+00;2.301431e+00;0;0;0;0;0;0;6.353959e+02;1.562409e+03;-201;1.511207e+03;-201;2.317506e+03;-201
'P0362_0564';0.240000;7.748090e-03;-1.963624e+00;9.572164e+00;3.136856e-02;2.872294e-02;1.664949e-04;-1.117520e+00;1.277314e+01;2.189304e+00;3.168749e+00;0;0;0;0;0;0;7.656768e+02;1.322050e+03;-201;1.720366e+03;-201;2.597150e+03;-201
'P0362_0564';0.250000;8.580823e-03;-2.762019e+00;1.021655e+01;2.975133e-02;3.150621e-02;2.110072e-04;-8.007709e-01;1.422784e+01;3.863437e+00;2.365605e+00;0;0;0;0;0;0;7.644536e+02;1.359540e+03;-201;1.697590e+03;-201;2.472319e+03;-201
'P0362_0564';0.260000;8.864041e-03;-4.086559e+00;1.185361e+01;3.413153e-02;2.734363e-02;2.404955e-04;6.546946e-01;1.469397e+01;1.275993e+00;2.747683e+00;0;0;0;0;0;0;7.095783e+02;1.270160e+03;-201;1.620320e+03;-201;2.459060e+03;-201
'P0362_0564';0.270000;9.134342e-03;-5.163327e+00;1.382321e+01;2.968871e-02;2.712484e-02;2.645343e-04;1.371407e+00;1.451327e+01;2.123550e+00;3.979780e+00;0;0;0;0;0;0;6.893970e+02;1.343623e+03;-201;1.617416e+03;-201;2.438514e+03;-201
