name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0316_0489';0.000000;7.394657e-03;-1.027500e+00;1.001036e+01;4.794705e-02;4.107021e-02;5.637230e-05;-2.372283e+00;7.824984e+00;2.686364e+00;3.431576e+00;0;0;0;0;0;0;3.853037e+02;1.728089e+03;-201;1.193534e+03;-201;2.120316e+03;-201
'P0316_0489';0.010000;7.271002e-03;-2.386298e-01;7.246087e+00;4.326047e-02;4.084972e-02;1.036360e-04;-1.995466e+00;6.653998e+00;2.215173e+00;1.608760e+00;0;0;0;0;0;0;5.814423e+02;1.631256e+03;-201;1.438583e+03;-201;2.326171e+03;-201
'P0316_0489';0.020000;7.114343e-03;9.430172e-01;5.898772e+00;5.243931e-02;4.152323e-02;1.481667e-04;-1.877741e+00;5.032733e+00;2.150166e+00;2.246676e+00;0;0;0;0;0;0;7.541693e+02;1.435116e+03;-201;1.644512e+03;-201;2.510678e+03;-201
'P0316_0489';0.030000;6.966653e-03;7.905919e-01;5.986233e+00;4.460159e-02;4.398772e-02;1.433480e-04;-2.613695e+00;6.275074e+00;4.141747e+00;7.364657e+00;0;0;0;0;0;0;9.431550e+02;1.221950e+03;-201;1.853596e+03;-201;2.719066e+03;-201
'P0316_0489';0.040000;6.878091e-03;1.819463e+00;4.562718e+00;5.664113e-02;3.947644e-02;1.435951e-04;-4.400404e+00;4.952867e+00;2.447279e+00;5.366268e+00;0;0;0;0;0;0;7.546521e+02;1.213999e+03;-201;1.629944e+03;-201;2.512188e+03;-201
'P0316_0489';0.050000;6.633988e-03;1.896016e+00;4.864359e+00;4.368608e-02;4.140884e-02;1.466114e-04;-5.800037e+00;2.772830e+00;3.869575e-01;4.422824e+00;0;0;0;0;0;0;7.058139e+02;1.316338e+03;-201;1.582643e+03;-201;2.460989e+03;-201
'P0316_0489';0.060000;6.610289e-03;1.017586e+00;6.492140e+00;4.764361e-02;3.920376e-02;1.449755e-04;-4.723634e+00;3.966550e+00;-5.540385e-01;2.051214e+00;0;0;0;0;0;0;5.526425e+02;1.377306e+03;-201;1.452168e+03;-201;2.229516e+03;-201
'P0316_0489';0.070000;6.602427e-03;-1.142129e+00;1.030080e+01;3.466801e-02;4.322664e-02;1.506433e-04;-2.119683e+00;4.892464e+00;3.413184e+00;6.947147e+00;0;0;0;0;0;0;7.100818e+02;1.503805e+03;-201;1.557642e+03;-201;2.357855e+03;-201
'P0316_0489';0.080000;6.821945e-03;-2.761522e+00;1.110571e+01;3.274611e-02;3.812414e-02;1.550362e-04;-4.340659e-01;7.764189e+00;5.053360e+00;4.206027e+00;0;0;0;0;0;0;6.156821e+02;1.441563e+03;-201;1.464891e+03;-201;2.279906e+03;-201
'P0316_0489';0.090000;7.051018e-03;-1.938621e+00;9.352939e+00;3.238033e-02;3.480047e-02;1.601294e-04;-5.307255e-01;6.622395e+00;4.350678e+00;3.758414e+00;0;0;0;0;0;0;6.350600e+02;1.593610e+03;-201;1.363108e+03;-201;2.215654e+03;-201
'P0316_0489';0.100000;7.181244e-03;-1.680048e-01;7.274973e+00;3.698683e-02;3.609487e-02;1.521527e-04;-1.707257e+00;5.618917e+00;1.803445e+00;3.760897e+00;0;0;0;0;0;0;4.861750e+02;1.450744e+03;-201;1.255870e+03;-201;2.076622e+03;-201
'P0316_0489';0.110000;7.001617e-03;3.705441e-01;5.727358e+00;2.963988e-02;3.530312e-02;1.490993e-04;-1.958689e+00;6.306441e+00;3.364442e+00;7.040695e+00;0;0;0;0;0;0;6.305172e+02;1.540455e+03;-201;1.364264e+03;-201;2.185838e+03;-201
'P0316_0489';0.120000;6.930074e-03;-9.597080e-01;7.733377e+00;1.844662e-02;4.037485e-02;1.520670e-04;-1.682853e+00;6.966675e+00;4.794495e+00;8.385062e+00;0;0;0;0;0;0;7.399786e+02;1.189722e+03;-201;1.609234e+03;-201;2.488655e+03;-201
