name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0280_0438';0.000000;1.122138e-02;-4.636278e+00;1.367602e+01;6.674340e-02;4.126290e-02;1.028865e-03;7.977592e+00;6.667198e+00;4.333781e+00;5.660573e+00;0;0;0;0;0;0;9.550538e+02;1.178529e+03;-201;1.801504e+03;-201;2.580291e+03;-201
'P0280_0438';0.010000;2.204478e-02;-4.420079e+00;1.926517e+01;8.500843e-02;4.059590e-02;2.528979e-03;1.519195e+01;-1.780850e+00;-5.025033e+00;1.728354e+00;0;0;0;0;0;0;9.234834e+02;1.200502e+03;-201;1.749024e+03;-201;2.580269e+03;-201
'P0280_0438';0.020000;3.054686e-02;-5.678146e+00;2.545534e+01;9.024262e-02;3.728248e-02;3.563168e-03;2.201097e+01;-7.184149e+00;-1.345898e+01;1.269437e+00;0;0;0;0;0;0;8.901665e+02;1.197193e+03;-201;1.710024e+03;-201;2.591760e+03;-201
'P0280_0438';0.030000;3.339920e-02;-3.452214e+00;2.377666e+01;9.495900e-02;3.540402e-02;3.172865e-03;2.061931e+01;-9.877109e+00;-1.755476e+01;-1.165142e+00;0;0;0;0;0;0;8.712314e+02;1.204973e+03;-201;1.698889e+03;-201;2.588720e+03;-201
'P0280_0438';0.040000;2.809931e-02;-6.232238e+00;2.231722e+01;8.599362e-02;3.479179e-02;2.233403e-03;2.001462e+01;-5.396636e+00;-1.011426e+01;5.253222e+00;0;0;0;0;0;0;8.871301e+02;1.160880e+03;-201;1.724002e+03;-201;2.576686e+03;-201
'P0280_0438';0.050000;2.279855e-02;-9.387940e+00;2.275446e+01;9.123575e-02;3.727897e-02;1.576994e-03;1.986362e+01;-7.246475e-01;-2.387682e+00;6.940350e+00;0;0;0;0;0;0;9.397632e+02;1.139936e+03;-201;1.854563e+03;-201;2.615670e+03;-201
'P0280_0438';0.060000;1.877721e-02;-1.363503e+01;2.569408e+01;8.168173e-02;3.442937e-02;1.146107e-03;2.053730e+01;5.241985e+00;5.260147e+00;9.596977e+00;0;0;0;0;0;0;9.652067e+02;1.138624e+03;-201;1.882982e+03;-201;2.614833e+03;-201
'P0280_0438';0.070000;1.601143e-02;-1.651007e+01;2.882414e+01;8.239017e-02;3.455730e-02;8.055514e-04;1.968783e+01;9.186370e+00;9.353790e+00;6.792273e+00;0;0;0;0;0;0;9.979775e+02;1.116980e+03;-201;1.971450e+03;-201;2.802758e+03;-201
'P0280_0438';0.080000;1.605978e-02;-1.727615e+01;3.058924e+01;8.090670e-02;3.000161e-02;5.910035e-04;1.936912e+01;1.001387e+01;1.003123e+01;1.000434e+00;0;0;0;0;0;0;1.001538e+03;1.198450e+03;-201;1.824054e+03;-201;2.730396e+03;-201
'P0280_0438';0.090000;1.579414e-02;-1.804284e+01;2.975227e+01;8.607862e-02;2.033118e-02;6.249657e-04;1.908350e+01;1.149671e+01;1.245545e+01;-3.515541e+00;0;0;0;0;0;0;9.867847e+02;1.264155e+03;-201;1.884400e+03;-201;2.790842e+03;-201
'P0280_0438';0.100000;1.611659e-02;-1.979058e+01;3.149064e+01;8.877789e-02;1.443683e-02;9.042213e-04;1.964015e+01;1.470928e+01;1.512038e+01;-4.949536e+00;0;0;0;0;0;0;7.519304e+02;1.454961e+03;-201;1.691806e+03;-201;2.560624e+03;-201
'P0280_0438';0.110000;1.616162e-02;-2.085372e+01;3.106342e+01;8.884557e-02;1.961178e-02;1.002098e-03;1.963009e+01;1.667846e+01;1.888169e+01;-1.253992e+00;0;0;0;0;0;0;4.903354e+02;1.524774e+03;-201;1.556868e+03;-201;2.515970e+03;-201
'P0280_0438';0.120000;1.588280e-02;-2.247635e+01;3.331268e+01;8.613437e-02;2.468310e-02;9.888388e-04;1.969267e+01;1.957078e+01;1.983341e+01;1.453589e+00;0;0;0;0;0;0;3.070870e+02;1.642297e+03;-201;1.420913e+03;-201;2.430876e+03;-201
