name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0066_0134';0.000000;1.202895e-02;-8.290545e+00;2.025403e+01;6.062888e-03;3.498578e-02;1.533266e-04;9.493241e+00;4.998174e+00;9.606886e+00;1.203317e+01;0;0;0;0;0;0;8.976791e+02;1.684526e+03;-201;1.567198e+03;-201;2.493366e+03;-201
'P0066_0134';0.010000;1.255855e-02;-8.428299e+00;2.064141e+01;3.734604e-04;3.527512e-02;4.304755e-04;1.057270e+01;4.804256e+00;7.245456e+00;1.230593e+01;0;0;0;0;0;0;8.852690e+02;1.547635e+03;-201;1.610635e+03;-201;2.510828e+03;-201
'P0066_0134';0.020000;1.326452e-02;-1.110208e+01;2.281066e+01;-1.148598e-02;3.841606e-02;1.132235e-03;1.109795e+01;5.940431e+00;8.419541e+00;1.560667e+01;0;0;0;0;0;0;9.155397e+02;1.272316e+03;-201;1.781736e+03;-201;2.651144e+03;-201
'P0066_0134';0.030000;1.368414e-02;-1.411815e+01;2.533937e+01;-2.956746e-02;3.554325e-02;1.220952e-03;1.123758e+01;8.092317e+00;1.306895e+01;1.833122e+01;0;0;0;0;0;0;1.044077e+03;1.188617e+03;-201;1.939554e+03;-201;2.871227e+03;-201
'P0066_0134';0.040000;1.388795e-02;-1.417581e+01;2.489568e+01;-2.829051e-02;3.348189e-02;1.732706e-03;1.008011e+01;8.538478e+00;1.639235e+01;1.991798e+01;0;0;0;0;0;0;1.065491e+03;1.158499e+03;-201;1.978479e+03;-201;2.901377e+03;-201
'P0066_0134';0.050000;1.377324e-02;-1.070612e+01;1.933969e+01;-8.240609e-03;2.401299e-02;1.292398e-03;9.389335e+00;7.968474e+00;1.460820e+01;1.320722e+01;0;0;0;0;0;0;9.642603e+02;1.364105e+03;-201;1.854963e+03;-201;2.796453e+03;-201
'P0066_0134';0.060000;1.354499e-02;-5.425866e+00;1.201771e+01;2.433063e-02;2.816063e-02;1.221069e-03;7.552056e+00;5.701736e+00;8.239411e+00;8.837528e+00;0;0;0;0;0;0;8.540544e+02;1.350157e+03;-201;1.724549e+03;-201;2.649156e+03;-201
'P0066_0134';0.070000;1.331938e-02;-5.623708e+00;1.108132e+01;2.029334e-02;2.838964e-02;7.665938e-04;6.580373e+00;7.136703e+00;9.267666e+00;8.528445e+00;0;0;0;0;0;0;8.402816e+02;1.356693e+03;-201;1.712193e+03;-201;2.620141e+03;-201
'P0066_0134';0.080000;1.340349e-02;-7.433887e+00;1.453835e+01;5.305983e-03;3.363128e-02;7.841036e-04;6.550312e+00;8.236585e+00;1.279710e+01;1.570859e+01;0;0;0;0;0;0;1.045948e+03;1.194573e+03;-201;1.918671e+03;-201;2.800106e+03;-201
'P0066_0134';0.090000;1.361215e-02;-1.106991e+01;2.073888e+01;-1.697131e-02;3.209530e-02;8.395337e-04;7.460041e+00;1.194695e+01;1.991332e+01;2.182893e+01;0;0;0;0;0;0;1.092408e+03;1.188582e+03;-201;1.901354e+03;-201;2.764070e+03;-201
'P0066_0134';0.100000;1.437412e-02;-9.288377e+00;1.806326e+01;-1.404804e-03;2.904286e-02;8.879488e-04;6.982681e+00;1.037452e+01;1.797728e+01;1.753171e+01;0;0;0;0;0;0;9.458572e+02;1.259109e+03;-201;1.766978e+03;-201;2.558461e+03;-201
'P0066_0134';0.110000;1.467977e-02;-1.060299e+01;2.049846e+01;-4.957474e-03;3.309919e-02;1.302943e-03;7.302363e+00;1.051657e+01;1.607352e+01;1.677444e+01;0;0;0;0;0;0;8.288124e+02;1.242750e+03;-201;1.643496e+03;-201;2.401716e+03;-201
'P0066_0134';0.120000;1.450095e-02;-1.262649e+01;2.218408e+01;-1.220333e-02;3.153604e-02;1.366375e-03;7.638529e+00;1.120960e+01;1.544886e+01;1.435021e+01;0;0;0;0;0;0;7.826453e+02;1.242502e+03;-201;1.649160e+03;-201;2.414875e+03;-201
'P0066_0134';0.130000;1.362178e-02;-1.435853e+01;2.454504e+01;-2.948806e-02;3.870606e-02;1.738951e-03;7.284617e+00;1.209643e+01;1.702818e+01;2.015223e+01;0;0;0;0;0;0;9.304951e+02;1.096578e+03;-201;1.819784e+03;-201;2.650115e+03;-201
'P0066_0134';0.140000;1.286230e-02;-1.459029e+01;2.367541e+01;-3.645122e-02;3.526549e-02;1.452087e-03;6.563921e+00;1.292664e+01;1.810556e+01;1.874446e+01;0;0;0;0;0;0;6.612822e+02;1.359082e+03;-201;1.610235e+03;-201;2.488503e+03;-201
'P0066_0134';0.150000;1.266042e-02;-1.052796e+01;2.038452e+01;-1.706999e-02;3.348133e-02;1.680542e-03;5.150045e+00;1.101817e+01;1.562846e+01;1.678169e+01;0;0;0;0;0;0;6.407967e+02;1.506255e+03;-201;1.560325e+03;-201;2.469184e+03;-201
