name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0165_0292';0.000000;8.278062e-03;-7.599824e-01;6.355000e+00;6.080467e-02;3.385978e-02;3.243642e-04;-1.126827e-01;1.116650e+01;1.544551e+00;7.408666e+00;0;0;0;0;0;0;9.334515e+02;1.204911e+03;-201;1.775951e+03;-201;2.574259e+03;-201
'P0165_0292';0.010000;1.018600e-02;-5.175226e+00;1.184249e+01;6.250317e-02;2.147881e-02;5.519046e-04;8.145133e+00;1.039306e+01;-4.840620e-01;6.026495e+00;0;0;0;0;0;0;8.843151e+02;1.308054e+03;-201;1.753850e+03;-201;2.525222e+03;-201
'P0165_0292';0.020000;1.203182e-02;-1.012953e+01;1.827456e+01;5.866340e-02;9.434142e-03;7.271492e-04;1.555128e+01;9.971797e+00;-1.559444e+00;5.177516e+00;0;0;0;0;0;0;8.451597e+02;1.291993e+03;-201;1.738503e+03;-201;2.536752e+03;-201
'P0165_0292';0.030000;1.211529e-02;-1.087316e+01;1.812249e+01;7.009882e-02;1.062332e-02;5.812352e-04;1.619469e+01;8.309318e+00;-2.726308e+00;2.719988e+00;0;0;0;0;0;0;8.470182e+02;1.368018e+03;-201;1.740069e+03;-201;2.546605e+03;-201
'P0165_0292';0.040000;1.247243e-02;-1.100063e+01;2.006470e+01;8.368572e-02;1.284402e-02;5.462637e-04;1.649126e+01;7.578598e+00;-4.854536e+00;5.562449e-01;0;0;0;0;0;0;8.597259e+02;1.335980e+03;-201;1.719214e+03;-201;2.589899e+03;-201
'P0165_0292';0.050000;1.242789e-02;-1.014518e+01;1.902211e+01;9.566919e-02;1.358280e-02;6.168541e-04;1.600802e+01;6.476372e+00;-6.698550e+00;-2.998187e+00;0;0;0;0;0;0;8.564714e+02;1.440105e+03;-201;1.711931e+03;-201;2.596846e+03;-201
'P0165_0292';0.060000;1.257318e-02;-9.585651e+00;1.930035e+01;9.882005e-02;1.033608e-02;6.067036e-04;1.563285e+01;5.711288e+00;-1.041348e+01;-1.100446e+01;0;0;0;0;0;0;8.486828e+02;1.497298e+03;-201;1.697354e+03;-201;2.622735e+03;-201
'P0165_0292';0.070000;1.251855e-02;-1.088398e+01;1.882095e+01;9.932205e-02;3.814132e-03;5.903354e-04;1.581389e+01;8.356318e+00;-1.030453e+01;-1.385150e+01;0;0;0;0;0;0;8.404255e+02;1.415773e+03;-201;1.735949e+03;-201;2.653329e+03;-201
'P0165_0292';0.080000;1.291044e-02;-1.247666e+01;2.084942e+01;9.931004e-02;-2.118308e-03;5.238125e-04;1.715365e+01;1.126146e+01;-1.057947e+01;-1.631052e+01;0;0;0;0;0;0;8.454206e+02;1.335455e+03;-201;1.763035e+03;-201;2.646146e+03;-201
'P0165_0292';0.090000;1.287142e-02;-1.220048e+01;2.028983e+01;9.527493e-02;3.320587e-04;5.738732e-04;1.712932e+01;1.067626e+01;-9.064090e+00;-1.440621e+01;0;0;0;0;0;0;8.392182e+02;1.245411e+03;-201;1.750977e+03;-201;2.622853e+03;-201
