name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0064_0128';0.000000;1.096524e-02;-8.198186e+00;1.929364e+01;2.865014e-02;2.006598e-02;1.705765e-04;1.212367e+01;9.485263e+00;2.649945e+00;4.182234e-01;0;0;0;0;0;0;8.316287e+02;1.380578e+03;-201;1.676631e+03;-201;2.590308e+03;-201
'P0064_0128';0.010000;1.147396e-02;-8.624039e+00;1.864666e+01;3.107018e-02;1.317282e-02;3.693841e-04;1.293014e+01;9.281000e+00;1.289026e+00;3.572274e-01;0;0;0;0;0;0;8.297615e+02;1.330860e+03;-201;1.705457e+03;-201;2.615794e+03;-201
'P0064_0128';0.020000;1.234061e-02;-8.116513e+00;1.586182e+01;3.232241e-02;1.193320e-02;6.308815e-04;1.342204e+01;7.183575e+00;-9.146872e-01;-2.398763e+00;0;0;0;0;0;0;8.255883e+02;1.261136e+03;-201;1.732233e+03;-201;2.631559e+03;-201
'P0064_0128';0.030000;1.319994e-02;-7.217233e+00;1.600313e+01;2.682850e-02;1.023121e-02;6.289168e-04;1.379839e+01;5.853165e+00;-5.508621e+00;-6.011263e+00;0;0;0;0;0;0;8.004478e+02;1.197332e+03;-201;1.729474e+03;-201;2.667715e+03;-201
'P0064_0128';0.040000;1.331173e-02;-6.539673e+00;1.478856e+01;2.924109e-02;1.344569e-02;6.150757e-04;1.388420e+01;5.981895e+00;-6.027487e+00;-8.797921e+00;0;0;0;0;0;0;6.587039e+02;1.291084e+03;-201;1.537719e+03;-201;2.459858e+03;-201
'P0064_0128';0.050000;1.308991e-02;-6.163303e+00;1.699541e+01;3.789595e-02;1.562429e-02;5.524031e-04;1.375274e+01;5.858713e+00;-8.856893e+00;-9.012212e+00;0;0;0;0;0;0;6.317680e+02;1.567860e+03;-201;1.450385e+03;-201;2.407973e+03;-201
'P0064_0128';0.060000;1.317482e-02;-7.656541e+00;1.832677e+01;3.351302e-02;1.604183e-02;6.138923e-04;1.489730e+01;7.918732e+00;-9.300355e+00;-1.136201e+01;0;0;0;0;0;0;5.096017e+02;1.562536e+03;-201;1.313946e+03;-201;2.343572e+03;-201
'P0064_0128';0.070000;1.321346e-02;-7.593700e+00;1.806265e+01;2.805271e-02;1.502969e-02;7.136772e-04;1.458463e+01;6.636490e+00;-1.070547e+01;-1.324892e+01;0;0;0;0;0;0;5.416321e+02;1.560136e+03;-201;1.384488e+03;-201;2.498521e+03;-201
'P0064_0128';0.080000;1.402964e-02;-7.916386e+00;1.737280e+01;3.093272e-02;1.325276e-02;7.975971e-04;1.518026e+01;6.561370e+00;-9.150734e+00;-1.498693e+01;0;0;0;0;0;0;4.469851e+02;1.536907e+03;-201;1.360453e+03;-201;2.494435e+03;-201
'P0064_0128';0.090000;1.390669e-02;-7.380764e+00;1.587376e+01;4.091045e-02;1.031627e-02;7.987216e-04;1.434810e+01;4.462626e+00;-5.317578e+00;-1.220339e+01;0;0;0;0;0;0;5.334257e+02;1.647983e+03;-201;1.463591e+03;-201;2.540686e+03;-201
'P0064_0128';0.100000;1.386424e-02;-5.839298e+00;1.458435e+01;3.669540e-02;1.606670e-02;7.298894e-04;1.349859e+01;3.802256e+00;-5.725541e+00;-1.018815e+01;0;0;0;0;0;0;5.380417e+02;1.693681e+03;-201;1.464747e+03;-201;2.532676e+03;-201
'P0064_0128';0.110000;1.421461e-02;-5.668135e+00;1.475985e+01;2.366134e-02;1.366819e-02;8.066523e-04;1.484798e+01;5.367765e+00;-7.099700e+00;-9.177155e+00;0;0;0;0;0;0;5.315207e+02;1.516602e+03;-201;1.413501e+03;-201;2.496311e+03;-201
'P0064_0128';0.120000;1.970404e-02;-5.333222e+00;1.629488e+01;2.244440e-02;1.518515e-02;1.862703e-03;1.759486e+01;6.291577e-01;-1.410655e+01;-1.597947e+01;0;0;0;0;0;0;5.549655e+02;1.523338e+03;-201;1.386496e+03;-201;2.512511e+03;-201
'P0064_0128';0.130000;2.700443e-02;-5.987772e+00;1.864004e+01;3.561369e-02;1.015504e-02;1.992124e-03;2.068954e+01;-4.050725e+00;-1.620996e+01;-2.293743e+01;0;0;0;0;0;0;6.486119e+02;1.447302e+03;-201;1.444733e+03;-201;2.559598e+03;-201
'P0064_0128';0.140000;3.464674e-02;-3.854317e+00;1.859741e+01;3.709199e-02;1.312136e-02;2.657860e-03;2.224885e+01;-1.040432e+01;-1.641609e+01;-2.690898e+01;0;0;0;0;0;0;7.661318e+02;1.477427e+03;-201;1.555222e+03;-201;2.656283e+03;-201
'P0064_0128';0.150000;4.005480e-02;-2.872845e+00;1.748079e+01;4.204110e-02;1.547246e-02;2.890447e-03;2.234966e+01;-1.247429e+01;-1.367837e+01;-2.742562e+01;0;0;0;0;0;0;7.812053e+02;1.422170e+03;-201;1.573233e+03;-201;2.669919e+03;-201
'P0064_0128';0.160000;4.865437e-02;-9.408829e-01;1.848459e+01;3.756696e-02;1.883672e-02;5.650209e-03;2.326005e+01;-1.759854e+01;-1.471063e+01;-2.695933e+01;0;0;0;0;0;0;8.172966e+02;1.372790e+03;-201;1.605716e+03;-201;2.685564e+03;-201
'P0064_0128';0.170000;5.403909e-02;-5.610368e-01;1.891949e+01;4.559742e-02;1.783042e-02;6.863399e-03;2.281830e+01;-2.152385e+01;-1.489580e+01;-2.755498e+01;0;0;0;0;0;0;8.557482e+02;1.369859e+03;-201;1.663479e+03;-201;2.723800e+03;-201
'P0064_0128';0.180000;5.481102e-02;6.795232e-01;2.073127e+01;5.280778e-02;2.324889e-02;6.834026e-03;2.303354e+01;-2.240120e+01;-1.758307e+01;-2.398625e+01;0;0;0;0;0;0;7.388578e+02;1.568507e+03;-201;1.510739e+03;-201;2.414563e+03;-201
