name;frameTime;Loudness_sma3;alphaRatio_sma3;hammarbergIndex_sma3;slope0-500_sma3;slope500-1500_sma3;spectralFlux_sma3;mfcc1_sma3;mfcc2_sma3;mfcc3_sma3;mfcc4_sma3;F0semitoneFrom27.5Hz_sma3nz;jitterLocal_sma3nz;shimmerLocaldB_sma3nz;HNRdBACF_sma3nz;logRelF0-H1-H2_sma3nz;logRelF0-H1-A3_sma3nz;F1frequency_sma3nz;F1bandwidth_sma3nz;F1amplitudeLogRelF0_sma3nz;F2frequency_sma3nz;F2amplitudeLogRelF0_sma3nz;F3frequency_sma3nz;F3amplitudeLogRelF0_sma3nz
'P0048_0108';0.000000;1.200895e-02;-1.127101e+01;2.030891e+01;-1.522861e-03;2.112338e-02;2.610120e-04;1.271669e+01;1.500477e+01;6.216167e+00;6.336544e-01;0;0;0;0;0;0;5.687960e+02;1.370510e+03;-201;1.532592e+03;-201;2.479408e+03;-201
'P0048_0108';0.010000;1.214722e-02;-1.096104e+01;1.948323e+01;1.126889e-02;2.231562e-02;4.940428e-04;1.326034e+01;1.363544e+01;6.459049e+00;2.239634e+00;0;0;0;0;0;0;5.576093e+02;1.399295e+03;-201;1.518111e+03;-201;2.405163e+03;-201
'P0048_0108';0.020000;1.244383e-02;-1.163516e+01;1.946856e+01;1.647431e-02;1.844428e-02;7.910549e-04;1.414301e+01;1.342701e+01;9.312686e+00;3.147388e+00;0;0;0;0;0;0;5.644135e+02;1.423933e+03;-201;1.557309e+03;-201;2.415468e+03;-201
'P0048_0108';0.030000;1.253830e-02;-1.236120e+01;1.947395e+01;2.867003e-03;2.290257e-02;7.008633e-04;1.417044e+01;1.281606e+01;1.179055e+01;9.167064e+00;0;0;0;0;0;0;3.692943e+02;1.616345e+03;-201;1.405266e+03;-201;2.317245e+03;-201
'P0048_0108';0.040000;1.307489e-02;-1.186745e+01;1.901029e+01;-2.089414e-03;1.837197e-02;7.209826e-04;1.378433e+01;1.196555e+01;1.333715e+01;9.507939e+00;0;0;0;0;0;0;5.317684e+02;1.750617e+03;-201;1.540478e+03;-201;2.470921e+03;-201
'P0048_0108';0.050000;1.332613e-02;-1.013246e+01;1.879002e+01;-3.982078e-04;2.072446e-02;6.489768e-04;1.203104e+01;9.438025e+00;1.175251e+01;9.217811e+00;0;0;0;0;0;0;6.660718e+02;1.843157e+03;-201;1.572951e+03;-201;2.443552e+03;-201
'P0048_0108';0.060000;1.349160e-02;-8.816327e+00;1.707192e+01;1.090496e-02;1.956155e-02;7.383660e-04;1.152730e+01;7.863256e+00;1.165048e+01;5.264258e+00;0;0;0;0;0;0;9.237959e+02;1.709732e+03;-201;1.765203e+03;-201;2.638068e+03;-201
'P0048_0108';0.070000;1.309727e-02;-8.694954e+00;1.716663e+01;1.328298e-02;2.033245e-02;7.318659e-04;1.105281e+01;9.098056e+00;1.178794e+01;3.894139e+00;0;0;0;0;0;0;9.044993e+02;1.467579e+03;-201;1.755246e+03;-201;2.627850e+03;-201
'P0048_0108';0.080000;1.254702e-02;-9.218507e+00;1.610426e+01;1.640459e-02;1.969461e-02;6.890735e-04;1.127237e+01;1.117258e+01;1.127102e+01;2.721834e+00;0;0;0;0;0;0;8.797552e+02;1.316994e+03;-201;1.799723e+03;-201;2.719515e+03;-201
'P0048_0108';0.090000;1.229197e-02;-8.848729e+00;1.585806e+01;3.106944e-02;2.102933e-02;6.051547e-04;1.143432e+01;1.149382e+01;9.014775e+00;9.350178e-01;0;0;0;0;0;0;8.321315e+02;1.311089e+03;-201;1.737042e+03;-201;2.629376e+03;-201
'P0048_0108';0.100000;1.212198e-02;-8.757367e+00;1.557532e+01;2.761021e-02;2.331719e-02;5.570757e-04;1.060007e+01;1.180783e+01;9.450447e+00;4.541938e-01;0;0;0;0;0;0;8.436668e+02;1.363566e+03;-201;1.722949e+03;-201;2.620376e+03;-201
'P0048_0108';0.110000;1.193916e-02;-8.951970e+00;1.707796e+01;1.583517e-02;2.738334e-02;5.455861e-04;1.063874e+01;1.124945e+01;1.061554e+01;5.066139e+00;0;0;0;0;0;0;7.679582e+02;2.226846e+03;-201;1.556817e+03;-201;2.523715e+03;-201
'P0048_0108';0.120000;1.227839e-02;-9.102211e+00;1.681208e+01;-2.566359e-03;2.931752e-02;5.484219e-04;8.531734e+00;1.314402e+01;1.428331e+01;7.438061e+00;0;0;0;0;0;0;8.606230e+02;2.151333e+03;-201;1.716278e+03;-201;2.629928e+03;-201
'P0048_0108';0.130000;1.303892e-02;-9.608685e+00;1.762727e+01;-1.162633e-02;3.044894e-02;6.118357e-04;7.114104e+00;1.215708e+01;1.545444e+01;1.140572e+01;0;0;0;0;0;0;8.956682e+02;2.101588e+03;-201;1.764610e+03;-201;2.665710e+03;-201
'P0048_0108';0.140000;1.416237e-02;-8.241909e+00;1.601640e+01;-1.400017e-02;3.147677e-02;6.882933e-04;5.452803e+00;1.063284e+01;1.483410e+01;9.104644e+00;0;0;0;0;0;0;1.009465e+03;1.175762e+03;-201;1.945455e+03;-201;2.742465e+03;-201
'P0048_0108';0.150000;1.507825e-02;-6.265661e+00;1.429461e+01;-2.218992e-03;3.062426e-02;7.457272e-04;4.726551e+00;8.346290e+00;1.125509e+01;7.006301e+00;0;0;0;0;0;0;9.478633e+02;1.292441e+03;-201;1.734168e+03;-201;2.617688e+03;-201
'P0048_0108';0.160000;1.532448e-02;-5.761785e+00;1.425504e+01;9.634029e-03;2.704370e-02;7.601475e-04;7.330567e+00;7.733080e+00;7.831575e+00;3.199863e+00;0;0;0;0;0;0;7.505521e+02;1.373679e+03;-201;1.511903e+03;-201;2.390184e+03;-201
'P0048_0108';0.170000;1.489762e-02;-6.323223e+00;1.452376e+01;1.756648e-02;2.637670e-02;7.240296e-04;8.339972e+00;9.053936e+00;7.657693e+00;4.323604e+00;0;0;0;0;0;0;7.601848e+02;1.499217e+03;-201;1.444000e+03;-201;2.364288e+03;-201
'P0048_0108';0.180000;1.435774e-02;-6.660433e+00;1.581394e+01;2.135791e-02;2.829267e-02;6.864125e-04;1.036711e+01;7.838648e+00;6.282095e+00;6.490463e+00;0;0;0;0;0;0;7.580386e+02;1.378797e+03;-201;1.528649e+03;-201;2.412455e+03;-201
'P0048_0108';0.190000;1.392911e-02;-6.788058e+00;1.625070e+01;2.691677e-02;3.319592e-02;6.523530e-04;9.518357e+00;8.443505e+00;9.488106e+00;1.026444e+01;0;0;0;0;0;0;9.396191e+02;1.307966e+03;-201;1.720994e+03;-201;2.606962e+03;-201
'P0048_0108';0.200000;1.398390e-02;-6.218430e+00;1.526313e+01;3.301657e-02;3.460229e-02;6.837155e-04;9.716708e+00;7.646090e+00;9.290010e+00;9.589461e+00;0;0;0;0;0;0;9.313749e+02;1.197449e+03;-201;1.774157e+03;-201;2.633779e+03;-201
'P0048_0108';0.210000;1.411304e-02;-6.798900e+00;1.466966e+01;2.489486e-02;3.310349e-02;7.119032e-04;9.646375e+00;7.415640e+00;1.033101e+01;1.010849e+01;0;0;0;0;0;0;9.046760e+02;1.220191e+03;-201;1.750983e+03;-201;2.584570e+03;-201
'P0048_0108';0.220000;1.467874e-02;-5.748725e+00;1.330117e+01;2.345278e-02;3.224073e-02;6.722584e-04;9.095113e+00;5.359865e+00;8.235085e+00;7.363268e+00;0;0;0;0;0;0;8.945612e+02;1.273150e+03;-201;1.758426e+03;-201;2.579632e+03;-201
'P0048_0108';0.230000;1.488843e-02;-5.186792e+00;1.309222e+01;2.525557e-02;3.702264e-02;6.780858e-04;8.862924e+00;4.482005e+00;8.389203e+00;9.881591e+00;0;0;0;0;0;0;9.171401e+02;1.242273e+03;-201;1.764414e+03;-201;2.562212e+03;-201
'P0048_0108';0.240000;1.559288e-02;-4.491400e+00;1.374532e+01;2.789639e-02;3.898764e-02;6.654735e-04;8.562609e+00;4.032555e+00;7.469759e+00;9.656734e+00;0;0;0;0;0;0;9.266913e+02;1.173734e+03;-201;1.781826e+03;-201;2.622133e+03;-201
'P0048_0108';0.250000;1.584353e-02;-4.484809e+00;1.261199e+01;3.256764e-02;3.651057e-02;6.877562e-04;8.534919e+00;6.027969e+00;6.006508e+00;8.574244e+00;0;0;0;0;0;0;9.184167e+02;1.171136e+03;-201;1.765861e+03;-201;2.625776e+03;-201
'P0048_0108';0.260000;1.683947e-02;-3.443672e+00;1.183813e+01;3.661682e-02;3.002916e-02;6.549207e-04;7.635964e+00;4.086076e+00;3.254327e+00;5.982510e+00;0;0;0;0;0;0;8.903719e+02;1.228324e+03;-201;1.756461e+03;-201;2.641141e+03;-201
'P0048_0108';0.270000;1.593235e-02;-4.633135e+00;1.258241e+01;3.100053e-02;2.159175e-02;6.988183e-04;6.301116e+00;5.898733e+00;3.972705e+00;2.741715e+00;0;0;0;0;0;0;8.360087e+02;1.310115e+03;-201;1.725718e+03;-201;2.619396e+03;-201
'P0048_0108';0.280000;1.522699e-02;-4.486269e+00;1.301294e+01;2.756298e-02;2.396091e-02;7.062226e-04;5.883602e+00;5.087109e+00;6.931917e+00;2.777516e+00;0;0;0;0;0;0;8.675153e+02;1.346845e+03;-201;1.750834e+03;-201;2.642089e+03;-201
'P0048_0108';0.290000;1.563591e-02;-7.413275e+00;1.587580e+01;1.084183e-02;2.339396e-02;9.878933e-04;7.112303e+00;8.667992e+00;1.371244e+01;3.448602e+00;0;0;0;0;0;0;8.830971e+02;1.315470e+03;-201;1.772426e+03;-201;2.660687e+03;-201
'P0048_0108';0.300000;1.673238e-02;-9.617109e+00;1.804826e+01;6.266668e-03;2.288120e-02;9.854231e-04;9.993396e+00;1.202102e+01;1.417042e+01;6.492226e+00;0;0;0;0;0;0;9.111877e+02;1.324090e+03;-201;1.787732e+03;-201;2.637839e+03;-201
'P0048_0108';0.310000;1.682147e-02;-1.217137e+01;2.067532e+01;-6.452219e-03;1.748156e-02;1.222947e-03;1.231206e+01;1.406840e+01;1.249721e+01;7.828396e+00;0;0;0;0;0;0;8.158196e+02;1.345422e+03;-201;1.730302e+03;-201;2.596142e+03;-201
'P0048_0108';0.320000;1.648425e-02;-1.385370e+01;2.206961e+01;9.559750e-04;1.749683e-02;1.355914e-03;1.427863e+01;1.663709e+01;1.302501e+01;8.675212e+00;0;0;0;0;0;0;7.655573e+02;1.566253e+03;-201;1.644435e+03;-201;2.560238e+03;-201
'P0048_0108';0.330000;1.754882e-02;-1.279465e+01;2.083925e+01;1.249165e-03;1.448702e-02;1.736542e-03;1.342233e+01;1.483127e+01;1.290830e+01;3.929895e+00;0;0;0;0;0;0;7.321545e+02;1.577390e+03;-201;1.643799e+03;-201;2.568292e+03;-201
'P0048_0108';0.340000;1.842844e-02;-1.309150e+01;2.159480e+01;-3.738202e-03;1.255521e-02;1.682195e-03;1.318540e+01;1.521096e+01;1.425521e+01;2.619801e+00;0;0;0;0;0;0;6.676300e+02;1.565632e+03;-201;1.619963e+03;-201;2.528966e+03;-201
'P0048_0108';0.350000;1.688435e-02;-1.185096e+01;2.113966e+01;-1.419734e-03;1.129999e-02;1.516004e-03;1.222449e+01;1.456649e+01;9.889161e+00;1.117674e+00;0;0;0;0;0;0;6.482849e+02;1.543315e+03;-201;1.615453e+03;-201;2.546347e+03;-201
'P0048_0108';0.360000;1.476195e-02;-1.080428e+01;2.007856e+01;3.922020e-03;2.112339e-02;1.171287e-03;1.125125e+01;1.422529e+01;8.433514e+00;2.515827e+00;0;0;0;0;0;0;6.916492e+02;1.465045e+03;-201;1.625783e+03;-201;2.564840e+03;-201
'P0048_0108';0.370000;1.374535e-02;-8.931535e+00;1.731344e+01;1.982211e-02;2.406914e-02;9.842211e-04;9.658826e+00;1.301970e+01;5.819645e+00;1.535286e+00;0;0;0;0;0;0;7.816748e+02;1.388006e+03;-201;1.672821e+03;-201;2.635579e+03;-201
'P0048_0108';0.380000;1.426152e-02;-7.244904e+00;1.392907e+01;1.839418e-02;2.342183e-02;7.177749e-04;8.404247e+00;9.676026e+00;6.347675e+00;-4.720596e-01;0;0;0;0;0;0;8.046845e+02;1.267079e+03;-201;1.734746e+03;-201;2.627880e+03;-201
'P0048_0108';0.390000;1.395805e-02;-7.392407e+00;1.424447e+01;3.138052e-02;1.482261e-02;6.417793e-04;9.219090e+00;1.005365e+01;7.254858e+00;-1.523119e+00;0;0;0;0;0;0;7.694858e+02;1.376765e+03;-201;1.704089e+03;-201;2.632156e+03;-201
'P0048_0108';0.400000;1.418091e-02;-6.277636e+00;1.290390e+01;3.308687e-02;1.682796e-02;6.014729e-04;9.448833e+00;7.370686e+00;7.513373e+00;-1.050620e+00;0;0;0;0;0;0;8.024576e+02;1.370397e+03;-201;1.711460e+03;-201;2.612575e+03;-201
